GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Core XMPP Server,org.jivesoftware.openfire,SessionManager.OutgoingServerSessionListener,29,0,2,0,6,0,3,0,2,0
Core XMPP Server,org.jivesoftware.openfire,RemoteConnectionFailedException,7,0,0,0,4,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire,SharedGroupException,7,0,0,0,4,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire,FlashCrossDomainHandler.new Runnable() {...},17,0,0,0,6,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire,SessionPacketRouter,166,0,20,0,42,0,18,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,GetNumberUserSessions,54,0,0,0,19,0,8,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,GetUsersPresence,178,0,16,0,51,0,17,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,GetServerStats,288,0,10,0,69,0,14,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,GetListActiveUsers,186,0,14,0,53,0,15,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,GetNumberOnlineUsers,77,0,2,0,23,0,9,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,PacketsNotification,204,0,8,0,58,0,13,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,GetAdminConsoleInfo,194,0,20,0,60,0,19,0,9,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,GetNumberActiveUsers,81,0,4,0,24,0,10,0,8,0
Core XMPP Server,org.jivesoftware.openfire.commands.admin,HttpBindStatus,111,0,8,0,36,0,13,0,9,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,DefaultNodeConfiguration,520,0,6,0,162,0,38,0,35,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,NodeSubscription,1183,0,172,0,291,0,131,0,45,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,NodeSubscription.State,58,0,0,0,5,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,NodeAffiliate,459,0,52,0,104,0,37,0,11,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,LeafNode,656,0,90,0,159,0,69,0,24,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,Node,3042,0,390,0,793,0,310,0,115,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PendingSubscriptionsCommand,197,0,22,0,49,0,20,0,9,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,Node.ItemReplyPolicy,38,0,0,0,3,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubEngine.new Runnable() {...},33,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubEngine.new Runnable() {...},25,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,NotAcceptableException,63,0,6,0,23,0,10,0,7,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PublishedItem,280,0,34,0,60,0,33,0,16,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubEngine.new XMPPServerListener() {...},16,0,0,0,4,0,3,0,3,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubEngine.new Runnable() {...},50,0,0,0,3,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubServiceInfo.new Object() {...},58,0,0,0,2,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubEngine.CreateNodeResponse,12,0,0,0,5,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubEngine,3811,0,602,0,1007,0,342,0,41,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubServiceInfo.listType,38,0,0,0,2,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,NodeSubscription.Type,38,0,0,0,3,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,NodeAffiliate.Affiliation,58,0,0,0,5,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubModule,1411,0,148,0,367,0,136,0,62,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,CollectionNode.LeafNodeAssociationPolicy,48,0,0,0,4,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubPersistenceManager.RetryWrapper,23,0,0,0,5,0,4,0,4,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,CollectionNode,721,0,82,0,175,0,65,0,24,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubServiceInfo,703,0,87,0,124,0,61,0,12,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubInfo,5,0,0,0,2,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubPersistenceManager.new Object() {...},40,0,0,0,1,0,1,0,1,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubPersistenceManager.new Runnable() {...},6,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubPersistenceManager.new TimerTask() {...},5,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubPersistenceManager.new TimerTask() {...},6,0,0,0,2,0,2,0,2,0
Core XMPP Server,org.jivesoftware.openfire.pubsub,PubSubPersistenceManager,4518,0,369,0,1006,0,229,0,42,0
